PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34101858","Technical Note: Four-dimensional deformable digital phantom for MRI sequence development","Hanson HM, Eiben B, McClelland JR, van Herk M, Rowland BC.","Med Phys. 2021 Sep;48(9):5406-5413. doi: 10.1002/mp.15036. Epub 2021 Aug 2.","Hanson HM","Med Phys","2021","2021/06/08","","","10.1002/mp.15036"
"34101855","Detecting lumbar lesions in (99m) Tc-MDP SPECT by deep learning: Comparison with physicians","Petibon Y, Fahey F, Cao X, Levin Z, Sexton-Stallone B, Falone A, Zukotynski K, Kwatra N, Lim R, Bar-Sever Z, Chemli Y, Treves ST, Fakhri GE, Ouyang J.","Med Phys. 2021 Aug;48(8):4249-4261. doi: 10.1002/mp.15033. Epub 2021 Jul 11.","Petibon Y","Med Phys","2021","2021/06/08","","","10.1002/mp.15033"
"34101854","Extraction of media adventitia and luminal intima borders by reconstructing intravascular ultrasound image sequences with vascular structural continuity","Huang Y, Xia M, Guo Y, Zhou G, Wang Y.","Med Phys. 2021 Aug;48(8):4350-4364. doi: 10.1002/mp.15037. Epub 2021 Jul 11.","Huang Y","Med Phys","2021","2021/06/08","","","10.1002/mp.15037"
"34101852","Technical Note: A cascade 3D U-Net for dose prediction in radiotherapy","Liu S, Zhang J, Li T, Yan H, Liu J.","Med Phys. 2021 Sep;48(9):5574-5582. doi: 10.1002/mp.15034. Epub 2021 Sep 10.","Liu S","Med Phys","2021","2021/06/08","","","10.1002/mp.15034"
"34101848","Error detection model developed using a multi-task convolutional neural network in patient-specific quality assurance for volumetric-modulated arc therapy","Kimura Y, Kadoya N, Oku Y, Kajikawa T, Tomori S, Jingu K.","Med Phys. 2021 Sep;48(9):4769-4783. doi: 10.1002/mp.15031. Epub 2021 Jul 29.","Kimura Y","Med Phys","2021","2021/06/08","","","10.1002/mp.15031"
"34101845","Fully automated segmentation of brain tumor from multiparametric MRI using 3D context deep supervised U-Net","Lin M, Momin S, Lei Y, Wang H, Curran WJ, Liu T, Yang X.","Med Phys. 2021 Aug;48(8):4365-4374. doi: 10.1002/mp.15032. Epub 2021 Jul 11.","Lin M","Med Phys","2021","2021/06/08","","","10.1002/mp.15032"
"34101842","A hybrid feature selection-based brain tumor detection and segmentation in multiparametric magnetic resonance imaging","Chen H, Ban D, Qi XS, Pan X, Qiang Y, Yang Q.","Med Phys. 2021 Nov;48(11):7360-7371. doi: 10.1002/mp.15035. Epub 2021 Oct 13.","Chen H","Med Phys","2021","2021/06/08","","","10.1002/mp.15035"
"34101836","Report of AAPM Task Group 155: Megavoltage photon beam dosimetry in small fields and non-equilibrium conditions","Das IJ, Francescon P, Moran JM, Ahnesjö A, Aspradakis MM, Cheng CW, Ding GX, Fenwick JD, Saiful Huq M, Oldham M, Reft CS, Sauer OA.","Med Phys. 2021 Oct;48(10):e886-e921. doi: 10.1002/mp.15030. Epub 2021 Jul 21.","Das IJ","Med Phys","2021","2021/06/08","","","10.1002/mp.15030"
"34101198","Using neural networks to extend cropped medical images for deformable registration among images with differing scan extents","McKenzie EM, Tong N, Ruan D, Cao M, Chin RK, Sheng K.","Med Phys. 2021 Aug;48(8):4459-4471. doi: 10.1002/mp.15039. Epub 2021 Jul 11.","McKenzie EM","Med Phys","2021","2021/06/08","PMC8683602","NIHMS1712741","10.1002/mp.15039"
"34091930","Characterization of the HollandPTC proton therapy beamline dedicated to uveal melanoma treatment and an interinstitutional comparison","Fleury E, Trnková P, Spruijt K, Herault J, Lebbink F, Heufelder J, Hrbacek J, Horwacik T, Kajdrowicz T, Denker A, Gerard A, Hofverberg P, Mamalui M, Slopsema R, Pignol JP, Hoogeman M.","Med Phys. 2021 Aug;48(8):4506-4522. doi: 10.1002/mp.15024. Epub 2021 Jul 11.","Fleury E","Med Phys","2021","2021/06/06","PMC8457201","","10.1002/mp.15024"
"34091925","A feasibility study on deep learning-based individualized 3D dose distribution prediction","Ma J, Nguyen D, Bai T, Folkerts M, Jia X, Lu W, Zhou L, Jiang S.","Med Phys. 2021 Aug;48(8):4438-4447. doi: 10.1002/mp.15025. Epub 2021 Jul 11.","Ma J","Med Phys","2021","2021/06/06","PMC8842508","NIHMS1774962","10.1002/mp.15025"
"34089524","A hybrid feature selection-based approach for brain tumor detection and automatic segmentation on multiparametric magnetic resonance images","Chen H, Ban D, Qi XS, Pan X, Qiang Y, Yang Q.","Med Phys. 2021 Nov;48(11):6614-6626. doi: 10.1002/mp.15026. Epub 2021 Sep 24.","Chen H","Med Phys","2021","2021/06/05","","","10.1002/mp.15026"
"34087004","Ultrasound-gated computed tomography coronary angiography: Development of ultrasound transducers with improved computed tomography compatibility","Strassle Rojas S, Collins GC, Tridandapani S, Lindsey BD.","Med Phys. 2021 Aug;48(8):4191-4204. doi: 10.1002/mp.15023. Epub 2021 Jul 11.","Strassle Rojas S","Med Phys","2021","2021/06/04","","","10.1002/mp.15023"
"34085282","Evaluation and optimization of radiomics features stability to respiratory motion in (18) F-FDG 3D PET imaging","Xu H, Lv W, Zhang H, Ma J, Zhao P, Lu L.","Med Phys. 2021 Sep;48(9):5165-5178. doi: 10.1002/mp.15022. Epub 2021 Jul 21.","Xu H","Med Phys","2021","2021/06/04","","","10.1002/mp.15022"
"34077590","Spread-out Bragg peak proton FLASH irradiation using a clinical synchrocyclotron: Proof of concept and ion chamber characterization","Darafsheh A, Hao Y, Zhao X, Zwart T, Wagner M, Evans T, Reynoso F, Zhao T.","Med Phys. 2021 Aug;48(8):4472-4484. doi: 10.1002/mp.15021. Epub 2021 Jul 11.","Darafsheh A","Med Phys","2021","2021/06/02","","","10.1002/mp.15021"
"34077564","A pilot study: Quantify lung volume and emphysema extent directly from two-dimensional scout images","Pu J, Sechrist J, Meng X, Leader JK, Sciurba FC.","Med Phys. 2021 Aug;48(8):4316-4325. doi: 10.1002/mp.15019. Epub 2021 Jul 6.","Pu J","Med Phys","2021","2021/06/02","PMC8373774","NIHMS1712287","10.1002/mp.15019"
"34077554","Range probing as a quality control tool for CBCT-based synthetic CTs: In vivo application for head and neck cancer patients","Seller Oria C, Thummerer A, Free J, Langendijk JA, Both S, Knopf AC, Meijers A.","Med Phys. 2021 Aug;48(8):4498-4505. doi: 10.1002/mp.15020. Epub 2021 Jul 11.","Seller Oria C","Med Phys","2021","2021/06/02","PMC8456797","","10.1002/mp.15020"
"34075595","Impact of iterative reconstruction algorithms on the applicability of Fourier-based detectability index for x-ray CT imaging","Pouget E, Dedieu V.","Med Phys. 2021 Aug;48(8):4229-4241. doi: 10.1002/mp.15015. Epub 2021 Jul 9.","Pouget E","Med Phys","2021","2021/06/02","","","10.1002/mp.15015"
"34062000","Automatic quantification of epicardial adipose tissue volume","Li X, Sun Y, Xu L, Greenwald SE, Zhang L, Zhang R, You H, Yang B.","Med Phys. 2021 Aug;48(8):4279-4290. doi: 10.1002/mp.15012. Epub 2021 Jun 29.","Li X","Med Phys","2021","2021/06/01","","","10.1002/mp.15012"
"34061995","Technical Note: Compact thermoacoustic imaging system based on a low-cost and miniaturized microwave generator for in vivo biomedical imaging","Huang L, Zheng Z, Chi Z, Jiang H.","Med Phys. 2021 Aug;48(8):4242-4248. doi: 10.1002/mp.15014. Epub 2021 Jun 30.","Huang L","Med Phys","2021","2021/06/01","","","10.1002/mp.15014"
"34061994","Quality assurance method for monitoring of lateral pencil beam positions in scanned carbon-ion radiotherapy using tracking of secondary ions","Félix-Bautista R, Ghesquière-Diérickx L, Marek L, Granja C, Soukup P, Turecek D, Kelleter L, Brons S, Ellerbrock M, Jäkel O, Gehrke T, Martišíková M.","Med Phys. 2021 Aug;48(8):4411-4424. doi: 10.1002/mp.15018. Epub 2021 Jun 28.","Félix-Bautista R","Med Phys","2021","2021/06/01","","","10.1002/mp.15018"
"34061380","Development of attenuation correction methods using deep learning in brain-perfusion single-photon emission computed tomography","Murata T, Yokota H, Yamato R, Horikoshi T, Tsuneda M, Kurosawa R, Hashimoto T, Ota J, Sawada K, Iimori T, Masuda Y, Mori Y, Suyari H, Uno T.","Med Phys. 2021 Aug;48(8):4177-4190. doi: 10.1002/mp.15016. Epub 2021 Jun 28.","Murata T","Med Phys","2021","2021/06/01","","","10.1002/mp.15016"
"34061371","DCANet: Dual contextual affinity network for mass segmentation in whole mammograms","Lou M, Qi Y, Meng J, Xu C, Wang Y, Pi J, Ma Y.","Med Phys. 2021 Aug;48(8):4291-4303. doi: 10.1002/mp.15010. Epub 2021 Jul 7.","Lou M","Med Phys","2021","2021/06/01","","","10.1002/mp.15010"
"34058026","Technical Note: 4D robust optimization in small spot intensity-modulated proton therapy (IMPT) for distal esophageal carcinoma","Feng H, Shan J, Ashman JB, Rule WG, Bhangoo RS, Yu NY, Chiang J, Fatyga M, Wong WW, Schild SE, Sio TT, Liu W.","Med Phys. 2021 Aug;48(8):4636-4647. doi: 10.1002/mp.15003. Epub 2021 Jun 24.","Feng H","Med Phys","2021","2021/05/31","","","10.1002/mp.15003"
"34053094","fastCAT: Fast cone beam CT (CBCT) simulation","O'Connell J, Bazalova-Carter M.","Med Phys. 2021 Aug;48(8):4448-4458. doi: 10.1002/mp.15007. Epub 2021 Jun 28.","O'Connell J","Med Phys","2021","2021/05/30","","","10.1002/mp.15007"
"34053092","Breast ultrasound image segmentation: A coarse-to-fine fusion convolutional neural network","Wang K, Liang S, Zhong S, Feng Q, Ning Z, Zhang Y.","Med Phys. 2021 Aug;48(8):4262-4278. doi: 10.1002/mp.15006. Epub 2021 Jul 29.","Wang K","Med Phys","2021","2021/05/30","","","10.1002/mp.15006"
"34053089","FDRN: A fast deformable registration network for medical images","Sun K, Simon S.","Med Phys. 2021 Oct;48(10):6453-6463. doi: 10.1002/mp.15011. Epub 2021 Jul 6.","Sun K","Med Phys","2021","2021/05/30","","","10.1002/mp.15011"
"34050965","Using convolutional neural networks to discriminate between cysts and masses in Monte Carlo-simulated dual-energy mammography","Makeev A, Toner B, Qian M, Badal A, Glick SJ.","Med Phys. 2021 Aug;48(8):4648-4655. doi: 10.1002/mp.15005. Epub 2021 Jul 5.","Makeev A","Med Phys","2021","2021/05/29","","","10.1002/mp.15005"
"34042194","Attention-based deep learning system for automated diagnoses of age-related macular degeneration in optical coherence tomography images","Yan Y, Jin K, Gao Z, Huang X, Wang F, Wang Y, Ye J.","Med Phys. 2021 Sep;48(9):4926-4934. doi: 10.1002/mp.15002. Epub 2021 Aug 9.","Yan Y","Med Phys","2021","2021/05/27","","","10.1002/mp.15002"
"34042192","High spatial resolution dosimetry with uncertainty analysis using Raman micro-spectroscopy readout of radiochromic films","Mcnairn C, Mansour I, Muir B, Thomson RM, Murugkar S.","Med Phys. 2021 Aug;48(8):4610-4620. doi: 10.1002/mp.15000. Epub 2021 Jun 23.","Mcnairn C","Med Phys","2021","2021/05/27","","","10.1002/mp.15000"
"34042188","Clinical assessment of a biophysical model for distinguishing tumor progression from radiation necrosis","Dohm AE, Nickles TM, Miller CE, Bowers HJ, Miga MI, Attia A, Chan MD, Weis JA.","Med Phys. 2021 Jul;48(7):3852-3859. doi: 10.1002/mp.14999. Epub 2021 Jun 16.","Dohm AE","Med Phys","2021","2021/05/27","PMC8319112","NIHMS1708965","10.1002/mp.14999"
"34042185","A clinical-radiomics model incorporating T2-weighted and diffusion-weighted magnetic resonance images predicts the existence of lymphovascular invasion / perineural invasion in patients with colorectal cancer","Zhang K, Ren Y, Xu S, Lu W, Xie S, Qu J, Wang X, Shen B, Pang P, Cai X, Sun J.","Med Phys. 2021 Sep;48(9):4872-4882. doi: 10.1002/mp.15001. Epub 2021 Jul 21.","Zhang K","Med Phys","2021","2021/05/27","","","10.1002/mp.15001"
"34037258","Fully automated treatment planning for MLC-based robotic radiotherapy","Schipaanboord BWK, Giżyńska MK, Rossi L, de Vries KC, Heijmen BJM, Breedveld S.","Med Phys. 2021 Aug;48(8):4139-4147. doi: 10.1002/mp.14993. Epub 2021 Jun 28.","Schipaanboord BWK","Med Phys","2021","2021/05/26","PMC8457110","","10.1002/mp.14993"
"34036596","IMRT QA and gamma comparisons: The impact of detector geometry, spatial sampling, and delivery technique on gamma comparison sensitivity","Steers JM, Fraass BA.","Med Phys. 2021 Sep;48(9):5367-5381. doi: 10.1002/mp.14997. Epub 2021 Aug 9.","Steers JM","Med Phys","2021","2021/05/26","","","10.1002/mp.14997"
"34036590","AAPM Task Group 198 Report: An implementation guide for TG 142 quality assurance of medical accelerators","Hanley J, Dresser S, Simon W, Flynn R, Klein EE, Letourneau D, Liu C, Yin FF, Arjomandy B, Ma L, Aguirre F, Jones J, Bayouth J, Holmes T.","Med Phys. 2021 Oct;48(10):e830-e885. doi: 10.1002/mp.14992. Epub 2021 Aug 11.","Hanley J","Med Phys","2021","2021/05/26","","","10.1002/mp.14992"
"34032301","Measurement-based range evaluation for quality assurance of CBCT-based dose calculations in adaptive proton therapy","Neppl S, Kurz C, Köpl D, Yohannes I, Schneider M, Bondesson D, Rabe M, Belka C, Dietrich O, Landry G, Parodi K, Kamp F.","Med Phys. 2021 Aug;48(8):4148-4159. doi: 10.1002/mp.14995. Epub 2021 Jun 29.","Neppl S","Med Phys","2021","2021/05/25","","","10.1002/mp.14995"
"34032298","The role of the construction and sensitive volume of compact ionization chambers on the magnetic field-dependent dose response","Delfs B, Blum I, Tekin T, Schönfeld AB, Kranzer R, Poppinga D, Giesen U, Langner F, Kapsch RP, Poppe B, Looe HK.","Med Phys. 2021 Aug;48(8):4572-4585. doi: 10.1002/mp.14994. Epub 2021 Jul 11.","Delfs B","Med Phys","2021","2021/05/25","","","10.1002/mp.14994"
"34031896","Design of an anthropomorphic PET phantom with elastic lungs and respiration modeling","Black DG, Yazdi YO, Wong J, Fedrigo R, Uribe C, Kadrmas DJ, Rahmim A, Klyuzhin IS.","Med Phys. 2021 Aug;48(8):4205-4217. doi: 10.1002/mp.14998. Epub 2021 Jun 29.","Black DG","Med Phys","2021","2021/05/25","","","10.1002/mp.14998"
"34028053","Cone beam CT based validation of neural network generated synthetic CTs for radiotherapy in the head region","Irmak S, Zimmermann L, Georg D, Kuess P, Lechner W.","Med Phys. 2021 Aug;48(8):4560-4571. doi: 10.1002/mp.14987. Epub 2021 Jun 28.","Irmak S","Med Phys","2021","2021/05/24","","","10.1002/mp.14987"
"34028030","Densely connected U-Net retinal vessel segmentation algorithm based on multi-scale feature convolution extraction","Du X, Wang J, Sun W.","Med Phys. 2021 Jul;48(7):3827-3841. doi: 10.1002/mp.14944. Epub 2021 Jun 16.","Du X","Med Phys","2021","2021/05/24","","","10.1002/mp.14944"
"34021606","FEMOSSA: Patient-specific finite element simulation of the prostate-rectum spacer placement, a predictive model for prostate cancer radiotherapy","Hooshangnejad H, Youssefian S, Guest JK, Ding K.","Med Phys. 2021 Jul;48(7):3438-3452. doi: 10.1002/mp.14990. Epub 2021 Jun 11.","Hooshangnejad H","Med Phys","2021","2021/05/22","","","10.1002/mp.14990"
"34021597","A framework for voxel-based assessment of biological effect after proton radiotherapy in pediatric brain cancer patients using multi-modal imaging","Skaarup M, Lundemann MJ, Darkner S, Jørgensen M, Marner L, Mirkovic D, Grosshans D, Peeler C, Mohan R, Vogelius IR, Appelt A.","Med Phys. 2021 Jul;48(7):4110-4121. doi: 10.1002/mp.14989. Epub 2021 Jun 10.","Skaarup M","Med Phys","2021","2021/05/22","","","10.1002/mp.14989"
"34018625","Technical Note: Human tissue-equivalent MRI phantom preparation for 3 and 7 Tesla","Woletz M, Roat S, Hummer A, Tik M, Windischberger C.","Med Phys. 2021 Aug;48(8):4387-4394. doi: 10.1002/mp.14986. Epub 2021 Jul 17.","Woletz M","Med Phys","2021","2021/05/21","","","10.1002/mp.14986"
"34018620","Erratum to Medical Physics article ""Principles and applications of multienergy CT: Report of AAPM Task Group 291""","McCollough CH.","Med Phys. 2021 May;48(5):2694. doi: 10.1002/mp.14614. Epub 2021 Mar 25.","McCollough CH","Med Phys","2021","2021/05/21","","","10.1002/mp.14614"
"34013586","Comparison of maximum likelihood and conventional PET scatter scaling methods for (18) F-FDG and (68) Ga-DOTATATE PET/CT","Bal H, Kiser JW, Conti M, Bowen SL.","Med Phys. 2021 Aug;48(8):4218-4228. doi: 10.1002/mp.14988. Epub 2021 Jun 28.","Bal H","Med Phys","2021","2021/05/20","","","10.1002/mp.14988"
"34013551","Evaluation of different CT maps for attenuation correction and segmentation in static (99m) Tc-MAA SPECT/CT for (90) Y radioembolization treatment planning: A simulation study","Lu Z, Chen G, Lin KH, Wu TH, Mok GSP.","Med Phys. 2021 Jul;48(7):3842-3851. doi: 10.1002/mp.14991. Epub 2021 Jun 9.","Lu Z","Med Phys","2021","2021/05/20","","","10.1002/mp.14991"
"34008178","Statistical harmonization can improve the development of a multicenter CT-based radiomic model predictive of nonresponse to induction chemotherapy in laryngeal cancers","Masson I, Da-Ano R, Lucia F, Doré M, Castelli J, Goislard de Monsabert C, Ramée JF, Sellami S, Visvikis D, Hatt M, Schick U.","Med Phys. 2021 Jul;48(7):4099-4109. doi: 10.1002/mp.14948. Epub 2021 Jul 5.","Masson I","Med Phys","2021","2021/05/19","","","10.1002/mp.14948"
"33999427","Technical Note: Quantification of blood-spinal cord barrier permeability after application of magnetic resonance-guided focused ultrasound in spinal cord injury","Cross CG, Payne AH, Hawryluk GW, Haag-Roeger R, Cheeniyil R, Brady D, Odéen H, Minoshima S, Cross DJ, Anzai Y.","Med Phys. 2021 Aug;48(8):4395-4401. doi: 10.1002/mp.14947. Epub 2021 Jul 5.","Cross CG","Med Phys","2021","2021/05/17","","","10.1002/mp.14947"
"33999423","Ultrasound-based sensors to monitor physiological motion","Madore B, Preiswerk F, Bredfeldt JS, Zong S, Cheng CC.","Med Phys. 2021 Jul;48(7):3614-3622. doi: 10.1002/mp.14949. Epub 2021 Jun 7.","Madore B","Med Phys","2021","2021/05/17","PMC8319119","NIHMS1724057","10.1002/mp.14949"
"33993511","Technical Note: SpekPy v2.0-a software toolkit for modeling x-ray tube spectra","Poludniowski G, Omar A, Bujila R, Andreo P.","Med Phys. 2021 Jul;48(7):3630-3637. doi: 10.1002/mp.14945. Epub 2021 Jun 10.","Poludniowski G","Med Phys","2021","2021/05/16","","","10.1002/mp.14945"
"33993508","Self-supervised learning for accelerated 3D high-resolution ultrasound imaging","Dai X, Lei Y, Wang T, Axente M, Xu D, Patel P, Jani AB, Curran WJ, Liu T, Yang X.","Med Phys. 2021 Jul;48(7):3916-3926. doi: 10.1002/mp.14946. Epub 2021 Jun 2.","Dai X","Med Phys","2021","2021/05/16","","","10.1002/mp.14946"
"33988849","Energy-integrating-detector multi-energy CT: Implementation and a phantom study","Ren L, Allmendinger T, Halaweish A, Schmidt B, Flohr T, McCollough CH, Yu L.","Med Phys. 2021 Sep;48(9):4857-4871. doi: 10.1002/mp.14943. Epub 2021 Jul 29.","Ren L","Med Phys","2021","2021/05/14","PMC8455428","NIHMS1728095","10.1002/mp.14943"
"33982810","A wavelet-based sparse row-action method for image reconstruction in magnetic particle imaging","Lieb F, Knopp T.","Med Phys. 2021 Jul;48(7):3893-3903. doi: 10.1002/mp.14938. Epub 2021 Jun 16.","Lieb F","Med Phys","2021","2021/05/13","","","10.1002/mp.14938"
"33982807","Multi-scale attention-based convolutional neural network for classification of breast masses in mammograms","Niu J, Li H, Zhang C, Li D.","Med Phys. 2021 Jul;48(7):3878-3892. doi: 10.1002/mp.14942. Epub 2021 May 31.","Niu J","Med Phys","2021","2021/05/13","","","10.1002/mp.14942"
"33982297","Physics-based iterative reconstruction for dual-source and flying focal spot computed tomography","Wang X, MacDougall RD, Chen P, Bouman CA, Warfield SK.","Med Phys. 2021 Jul;48(7):3595-3613. doi: 10.1002/mp.14941. Epub 2021 Jun 23.","Wang X","Med Phys","2021","2021/05/13","","","10.1002/mp.14941"
"33978240","Evaluation of novel AI-based extended field-of-view CT reconstructions","Fonseca GP, Baer-Beck M, Fournie E, Hofmann C, Rinaldi I, Ollers MC, van Elmpt WJC, Verhaegen F.","Med Phys. 2021 Jul;48(7):3583-3594. doi: 10.1002/mp.14937. Epub 2021 May 31.","Fonseca GP","Med Phys","2021","2021/05/12","PMC8362147","","10.1002/mp.14937"
"33977562","Scale-adaptive deep network for deformable image registration","Sang Y, Ruan D.","Med Phys. 2021 Jul;48(7):3815-3826. doi: 10.1002/mp.14935. Epub 2021 Jun 2.","Sang Y","Med Phys","2021","2021/05/12","","","10.1002/mp.14935"
"33973237","Photon-counting normalized metal artifact reduction (NMAR) in diagnostic CT","Byl A, Klein L, Sawall S, Heinze S, Schlemmer HP, Kachelrieß M.","Med Phys. 2021 Jul;48(7):3572-3582. doi: 10.1002/mp.14931. Epub 2021 May 28.","Byl A","Med Phys","2021","2021/05/11","","","10.1002/mp.14931"
"33969490","A novel grid regression demodulation method for radiographic grid artifact correction","Yu Y, Wang J.","Med Phys. 2021 Jul;48(7):3790-3803. doi: 10.1002/mp.14932. Epub 2021 Jun 28.","Yu Y","Med Phys","2021","2021/05/10","","","10.1002/mp.14932"
"33969487","Vessel segmentation from volumetric images: a multi-scale double-pathway network with class-balanced loss at the voxel level","Chen Y, Fan S, Chen Y, Che C, Cao X, He X, Song X, Zhao F.","Med Phys. 2021 Jul;48(7):3804-3814. doi: 10.1002/mp.14934. Epub 2021 May 31.","Chen Y","Med Phys","2021","2021/05/10","","","10.1002/mp.14934"
"33966284","Preclinical dosimetric studies of (177) Lu-scFvD2B and comparison with (177) Lu-PSMA-617 and (177) Lu-iPSMA endoradiotherapeutic agents","Meléndez-Alafort L, Ferro-Flores G, Santos-Cuevas C, Ocampo-García B, Turato S, Fracasso G, Bolzati C, Rosato A, De Nardo L.","Med Phys. 2021 Jul;48(7):4064-4074. doi: 10.1002/mp.14936. Epub 2021 Jun 7.","Meléndez-Alafort L","Med Phys","2021","2021/05/09","","","10.1002/mp.14936"
"33964021","A prototype spatial-spectral CT system for material decomposition with energy-integrating detectors","Tivnan M, Wang W, Stayman JW.","Med Phys. 2021 Oct;48(10):6401-6411. doi: 10.1002/mp.14930. Epub 2021 Jun 6.","Tivnan M","Med Phys","2021","2021/05/08","","","10.1002/mp.14930"
"33964020","Microwave ablation of lung tumors: A probabilistic approach for simulation-based treatment planning","Sebek J, Taeprasartsit P, Wibowo H, Beard WL, Bortel R, Prakash P.","Med Phys. 2021 Jul;48(7):3991-4003. doi: 10.1002/mp.14923. Epub 2021 May 27.","Sebek J","Med Phys","2021","2021/05/08","PMC8319071","NIHMS1702296","10.1002/mp.14923"
"33963576","Commissioning of a clinical pencil beam scanning proton therapy unit for ultra-high dose rates (FLASH)","Nesteruk KP, Togno M, Grossmann M, Lomax AJ, Weber DC, Schippers JM, Safai S, Meer D, Psoroulas S.","Med Phys. 2021 Jul;48(7):4017-4026. doi: 10.1002/mp.14933. Epub 2021 May 25.","Nesteruk KP","Med Phys","2021","2021/05/08","","","10.1002/mp.14933"
"33959983","Deep learning-based coronary artery motion estimation and compensation for short-scan cardiac CT","Maier J, Lebedev S, Erath J, Eulig E, Sawall S, Fournié E, Stierstorfer K, Lell M, Kachelrieß M.","Med Phys. 2021 Jul;48(7):3559-3571. doi: 10.1002/mp.14927. Epub 2021 May 26.","Maier J","Med Phys","2021","2021/05/07","","","10.1002/mp.14927"
"33959981","Radiobiological impact of gadolinium neutron capture from proton therapy and alternative neutron sources using TOPAS-nBio","Van Delinder KW, Khan R, Gräfe JL.","Med Phys. 2021 Jul;48(7):4004-4016. doi: 10.1002/mp.14928. Epub 2021 Jun 6.","Van Delinder KW","Med Phys","2021","2021/05/07","","","10.1002/mp.14928"
"33959978","Managing tumor changes during radiotherapy using a deep learning model","Li R, Roy A, Bice N, Kirby N, Fakhreddine M, Papanikolaou N.","Med Phys. 2021 Sep;48(9):5152-5164. doi: 10.1002/mp.14925. Epub 2021 Aug 11.","Li R","Med Phys","2021","2021/05/07","","","10.1002/mp.14925"
"33959977","8+ Year Performance of the Gamma Knife Perfexion/Icon Patient Positioning System and Possibilities for Preemptive Fault Detection Using Statistical Process Control","Schlesinger DJ, Sanders JC, Muller DA, Nordström H, Sheehan JP.","Med Phys. 2021 Jul;48(7):3425-3437. doi: 10.1002/mp.14924. Epub 2021 Jun 8.","Schlesinger DJ","Med Phys","2021","2021/05/07","","","10.1002/mp.14924"
"33959972","Intrinsic radiomic expression patterns after 20 Gy demonstrate early metabolic response of oropharyngeal cancers","Lafata KJ, Chang Y, Wang C, Mowery YM, Vergalasova I, Niedzwiecki D, Yoo DS, Liu JG, Brizel DM, Yin FF.","Med Phys. 2021 Jul;48(7):3767-3777. doi: 10.1002/mp.14926. Epub 2021 Jun 2.","Lafata KJ","Med Phys","2021","2021/05/07","","","10.1002/mp.14926"
"33959965","Deep learning-based multi-modal computing with feature disentanglement for MRI image synthesis","Fei Y, Zhan B, Hong M, Wu X, Zhou J, Wang Y.","Med Phys. 2021 Jul;48(7):3778-3789. doi: 10.1002/mp.14929. Epub 2021 Jun 7.","Fei Y","Med Phys","2021","2021/05/07","","","10.1002/mp.14929"
"33955015","Commercial photodiodes and phototransistors as dosimeters of photon beams for radiotherapy","Ruiz-García I, Román-Raya J, Banqueri J, Palma AJ, Guirado D, A Carvajal M.","Med Phys. 2021 Sep;48(9):5440-5447. doi: 10.1002/mp.14921. Epub 2021 Jul 29.","Ruiz-García I","Med Phys","2021","2021/05/06","","","10.1002/mp.14921"
"33950526","PA-ResSeg: A phase attention residual network for liver tumor segmentation from multiphase CT images","Xu Y, Cai M, Lin L, Zhang Y, Hu H, Peng Z, Zhang Q, Chen Q, Mao X, Iwamoto Y, Han XH, Chen YW, Tong R.","Med Phys. 2021 Jul;48(7):3752-3766. doi: 10.1002/mp.14922. Epub 2021 May 30.","Xu Y","Med Phys","2021","2021/05/05","","","10.1002/mp.14922"
"33948958","Does FLASH deplete oxygen? Experimental evaluation for photons, protons, and carbon ions","Jansen J, Knoll J, Beyreuther E, Pawelke J, Skuza R, Hanley R, Brons S, Pagliari F, Seco J.","Med Phys. 2021 Jul;48(7):3982-3990. doi: 10.1002/mp.14917. Epub 2021 May 27.","Jansen J","Med Phys","2021","2021/05/05","","","10.1002/mp.14917"
"33942320","Quantitative assessment of ensemble coherency in contrast-free ultrasound microvasculature imaging","Nayak R, MacNeill J, Flores C, Webb J, Fatemi M, Alizad A.","Med Phys. 2021 Jul;48(7):3540-3558. doi: 10.1002/mp.14918. Epub 2021 May 30.","Nayak R","Med Phys","2021","2021/05/04","PMC8362033","","10.1002/mp.14918"
"33938002","Performance of an enhanced afterloader with electromagnetic tracking capabilities for channel reconstruction and error detection","Tho D, Lavallée MC, Beaulieu L.","Med Phys. 2021 Aug;48(8):4402-4410. doi: 10.1002/mp.14877. Epub 2021 Jul 17.","Tho D","Med Phys","2021","2021/05/03","","","10.1002/mp.14877"
"33932301","Accuracy and reproducibility of effective atomic number and electron density measurements from sequential dual energy CT","Schaeffer CJ, Leon SM, Olguin CA, Arreola MM.","Med Phys. 2021 Jul;48(7):3525-3539. doi: 10.1002/mp.14916. Epub 2021 May 24.","Schaeffer CJ","Med Phys","2021","2021/05/01","","","10.1002/mp.14916"
"33932241","Automatic lung nodule detection in thoracic CT scans using dilated slice-wise convolutions","Farhangi MM, Sahiner B, Petrick N, Pezeshk A.","Med Phys. 2021 Jul;48(7):3741-3751. doi: 10.1002/mp.14915. Epub 2021 May 26.","Farhangi MM","Med Phys","2021","2021/05/01","","","10.1002/mp.14915"
